-5,-216,3,31,2,45
2,-230,12,-7,-43,46
-15,-249,-17,-4,-62,-13
-9,-254,-10,-12,91,6
17,-201,-7,-32,-52,3
8,-209,8,-57,37,-1
12,-228,30,7,-15,88
18,-214,17,-19,61,-26
26,-182,36,-66,44,-12
18,-186,-4,47,-36,54
36,-235,31,-30,-9,-3
3,-207,15,-52,20,-1
21,-172,16,40,-27,-46
-3,-211,72,-16,64,45
-19,-192,-11,-17,-5,-44
-41,-205,13,-26,60,71
-4,-177,13,-40,35,-31
9,-194,13,50,-10,-125
17,-177,48,-1,6,-32
-3,-194,29,-26,-40,38
-12,-163,47,-68,-82,34
6,-137,21,5,-42,56
8,-142,72,81,-72,-1
-11,-115,49,-13,-52,62
36,-158,10,-22,21,5
18,-125,68,-10,77,-38
10,-106,76,-32,-5,-25
10,-147,45,-48,-46,-1
5,-136,19,3,-10,-44
2,-160,38,-29,-9,15
-8,-142,42,26,54,16
-3,-137,57,45,21,-1
25,-156,50,62,-14,-43
47,-139,93,35,-1,-25
-15,-113,48,-9,24,40
-3,-140,92,-5,-19,-52
64,-133,73,60,27,-8
-17,-109,80,1,106,8
29,-87,101,-8,34,-29
14,-111,72,33,-36,-75
19,-98,84,-27,-22,6
-5,-109,12,-70,-8,-26
23,-111,79,-42,-5,-23
35,-80,79,-36,-12,23
9,-118,63,-1,-25,-9
-0,-86,90,-4,16,-17
-8,-79,87,-50,-24,10
12,-98,71,46,15,-90
5,-78,59,-34,57,52
-35,-133,68,20,-5,-77
-11,-103,97,20,68,-7
36,-110,105,41,52,-28
21,-64,63,-20,-5,-17
1,-106,70,-53,2,-48
13,-97,55,-4,24,-36
-17,-98,83,18,37,24
-17,-105,73,-6,40,26
27,-125,72,-48,1,72
29,-87,60,2,-47,58
19,-101,76,4,-64,33
-45,-98,77,-33,-32,-8
-2,-121,80,-59,-31,51
-1,-127,66,85,87,48
21,-127,59,-33,51,-79
-5,-87,87,16,-23,-12
-15,-137,34,-65,-26,29
-12,-128,57,-25,-18,-10
11,-121,59,-34,-42,1
24,-118,49,-0,6,-88
14,-114,59,14,44,-7
-18,-115,70,-19,-27,30
-10,-161,56,-2,-5,49
-6,-168,72,15,-55,-7
22,-142,25,-102,2,-4
12,-139,71,-27,14,16
6,-134,32,23,23,14
1,-130,65,-27,32,-76
10,-151,49,10,43,-22
-2,-138,40,-53,-53,11
21,-177,16,-18,-90,18
-13,-176,65,-42,27,33
-24,-177,39,-48,117,-44
10,-184,15,-82,-41,49
-4,-118,73,-2,-47,58
-12,-198,19,2,97,-3
-22,-179,56,-41,19,-52
36,-192,55,26,-17,15
-29,-192,26,6,-22,-35
24,-179,17,51,51,-20
8,-220,22,29,-28,-21
-0,-164,6,-42,21,7
-34,-241,45,-8,1,61
16,-215,58,8,-102,39
-18,-200,37,111,29,60
13,-258,0,-77,50,18
-7,-239,22,-46,-57,-15
-4,-274,-11,-10,-74,-3
19,-217,3,-33,-23,23
16,-253,-4,-50,86,-29
-12,-279,-3,-53,49,20
-13,-239,-18,49,62,-10
7,-303,-1,-23,-20,71
-3,-256,-13,-28,-72,-55
-31,-264,-20,-18,-13,-26
-6,-296,-16,9,46,19
-4,-286,-17,-25,-10,-11
-15,-291,-10,25,-28,45
-1,-320,3,52,-23,-14
10,-271,-3,-6,-40,-46
35,-270,-26,36,-25,-23
41,-331,-34,-22,24,20
-45,-321,-18,44,67,-36
-1,-348,-49,-54,-46,67
-2,-299,-42,-30,7,-38
17,-322,-34,-60,64,-37
7,-295,-87,17,58,-46
-27,-346,-26,24,-2,-25
-2,-349,-74,-23,-35,-0
-3,-304,-81,49,96,16
9,-365,-70,-24,11,0
-8,-360,-26,52,-62,-11
-8,-337,-45,-7,66,-68
7,-358,-61,-6,-1,-23
-7,-341,-50,13,81,-50
-7,-358,-56,-20,53,-7
-29,-345,-77,-17,-65,-47
25,-383,-52,44,53,-5
-23,-353,-40,17,21,32
-17,-370,-29,-65,16,-28
6,-388,-71,-22,-13,-24
5,-367,-44,17,-47,-6
-2,-369,-86,12,27,-22
-30,-386,-61,-31,13,22
10,-378,-34,-30,-8,-49
-14,-392,-51,-10,61,-20
1,-368,-91,27,94,-75
56,-421,-45,30,-27,-39
-2,-360,-78,-18,-2,-50
5,-402,-65,5,-81,-12
22,-360,-62,19,23,0
-7,-392,-110,-17,38,9
-22,-407,-68,-14,-39,-55
-28,-386,-101,-1,-32,29
-32,-407,-70,-20,8,-39
44,-410,-85,20,-5,14
-38,-402,-81,11,83,9
9,-395,-88,-35,-26,-52
11,-439,-49,-9,49,-21
-26,-425,-74,-22,62,4
4,-401,-21,-45,67,-22
30,-400,-62,25,78,8
25,-423,-86,64,-43,7
-8,-427,-61,125,17,-28
31,-405,-55,-18,-17,-47
29,-382,-26,3,-13,-36
7,-398,-99,-30,12,36
3,-389,-72,61,5,28
-7,-420,-89,76,-49,25
-31,-406,-74,0,9,-25
-12,-410,-94,-92,51,-92
-8,-426,-37,16,-4,-5
3,-391,-41,52,-15,6
11,-417,-62,-115,-10,-12
9,-393,-88,43,51,-2
5,-387,-62,2,104,25
-14,-371,-84,-42,37,44
23,-381,-57,-39,-12,66
12,-362,-76,-20,-35,-6
0,-374,-55,64,12,-16
-11,-410,-9,-54,11,-21
-11,-358,-37,-44,7,41
-35,-346,-68,-45,20,50
6,-378,-66,41,24,2
-36,-397,-65,-53,40,-0
-30,-360,-34,50,32,-20
1,-348,-98,-12,26,29
-21,-338,-76,-87,-9,-26
-36,-350,-34,-57,24,-7
-1,-327,-60,-41,-17,-12
19,-325,-68,-42,16,-31
-9,-328,-53,-39,41,-59
2,-352,-57,35,-72,-32
8,-337,-53,-11,-71,27
-4,-324,-40,-105,-16,50
18,-302,-57,25,-3,-1
-7,-343,-34,42,-5,-2
-8,-328,-36,-9,-21,27
-23,-303,-49,53,8,9
10,-313,-35,62,-23,-63
6,-317,-49,14,-31,-76
-17,-295,7,24,-17,37
-18,-311,-54,25,3,-46
-15,-290,38,-21,31,-47
-16,-321,-3,39,34,-73
17,-257,-26,-2,-67,-3
-36,-272,-27,-1,-70,63
20,-295,-4,102,-85,6
9,-252,-3,58,40,-68
7,-277,4,17,9,-12
-13,-258,3,-47,15,8
13,-253,-2,-57,-16,16
-14,-255,21,71,-21,57
-18,-270,-21,-66,-71,-30
-0,-236,-25,-8,-31,-38
5,-251,-25,89,38,9
-36,-220,36,4,59,32
-4,-234,31,-34,44,-50
9,-197,5,98,18,7
-13,-219,3,-0,-48,-79
-25,-259,12,25,32,-6
-4,-211,27,104,12,52
-31,-195,6,-24,-1,16
29,-204,15,25,41,84
-24,-202,32,-30,-14,-13
-14,-173,39,23,-55,-13
-41,-212,43,10,44,23
-7,-211,64,39,-28,-30
25,-159,28,38,1,17
9,-154,34,53,-23,42
19,-144,47,23,93,42
-6,-190,46,25,50,56
25,-140,45,-46,-3,1
-32,-160,75,16,-47,-72
49,-170,12,64,-33,-23
2,-165,44,48,8,-11
-0,-134,39,41,-15,28
-10,-152,49,-24,-33,-55
-9,-138,54,34,11,12
5,-154,43,90,-3,-31
8,-152,81,31,24,3
-12,-115,74,-48,92,-48
-30,-131,67,-20,-9,15
-27,-138,46,-82,20,-44
-30,-156,62,-22,-2,87
10,-133,95,-73,-45,10
-10,-162,96,9,59,-69
-12,-110,95,-68,-6,51
7,-152,64,-34,53,-13
0,-124,62,-101,8,-21
-25,-131,92,-33,13,-5
-3,-85,47,-9,-70,-5
-24,-133,85,-13,25,21
29,-108,83,33,-20,80
7,-102,84,59,-10,1
8,-91,67,40,-18,-15
-18,-144,80,19,-4,6
-17,-98,63,-27,-39,40
-7,-151,68,65,-35,39
20,-145,90,-18,-72,-34
-17,-100,60,62,-46,49
10,-71,79,23,-66,11
8,-114,78,-32,-49,-62
9,-110,71,-0,-24,-10
-10,-135,56,5,-28,55
27,-107,82,6,34,9
7,-88,66,59,48,123
-2,-103,68,26,51,-2
-3,-111,81,5,-4,72
13,-97,51,-7,3,2
12,-90,75,7,-15,18
-38,-113,52,46,-91,-11
1,-131,94,43,-1,-11
33,-112,100,-52,25,-4
6,-107,74,51,35,62
19,-110,97,29,25,21
14,-141,51,-27,1,-40
-2,-136,89,-21,56,49
-23,-147,71,-30,-16,-0
5,-87,49,33,61,51
8,-127,68,-39,-19,-17
35,-153,77,-43,-72,-1
47,-125,50,28,-11,22
18,-155,89,-6,15,29
-7,-160,82,10,14,4
15,-124,59,-34,-8,-68
-19,-169,47,-10,-31,-15
20,-124,35,-70,-71,41
20,-169,49,73,11,4
30,-164,19,-13,-93,28
11,-166,39,-2,-19,37
